"exped","ubic","numextubi","numintubi","colubi"
"23042006","S DE MARIA","118","","VILLA MONTA/A"
"23042007","S MARIA 116","","","VILLA MONTA\A"
"23042008","SIERRA MARIA 114","","","VILLA MONTA/A"
"23042009","PIRINEOS 103","","","VILLA MONTA/A"
"23042010","PIRINEOS","107","","VILLA MONTA¥A"
"23042011","MONTES PIRINEOS 115","","","VILLA MONTA/A"
"23042012","PIRINEOS","121","","V MONTA¥A"
"23042013","PIRINEOS","127","","VILLA MONTA¥A"
"23042014","PIRINEOS","133","","VILLA MONTA¥A"
"23042015","PIRINEOS","135","","VILLA MONTA/A"
"23042016","PIRINEOS 139","","","VILLA MONTA/A"
"23042017","SIERRA MARIA","126","","VILLA MONTA¥A"
"23043001","KILIMANJARO","191","","VILLA MONTA¥A"
"23043003","KILIMANJARO","187","","VILLA MONTA¥A"
"23043004","KILIMANDJARO","181","","VILLA MONTA/A"
"23043005","KILIMANDJARO","195","","VILLA MONTA¥A"
"23043006","KILIMANDJARO","169","","VILLA MONTA¥A"
"23043007","KILIMANJARO PTE","217","","VILLA MONTA¥A"
"23043008","KILIMANDJARO","L8 M43","","MONTA/A"
"23043009","KILIMANJARO","157","","VILLA MONTA/A"
"23043010","KILIMANJARO 211","","","VILLA MONTA/A"
"23043011","KILIMANJARO","189","","VILLA MONTA¥A"
"23044001","KILIMANJARO 133","","","VILLA MONTA/A"
"23044002","KILIMANJARO 131","","","VILLA MONTA/A"
"23044003","MONTE KILIMANDJARO PTE","129","","VILLA MONTA¥A"
"23044004","PIRINEOS","125","","VILLA MONTA¥A"
"23044005","PIRINEOS","127","","VILLA MONTA¥A"
"23044006","KILIMANJARO","121","","VILLA MONTA¥A"
"23044007","MONTE KILIMANJARO","119","","VILLA MONTA¥A"
"23044008","KILIMANJARO","109","","VILLA MONTA¥A"
"23044009","MONTE EVEREST 314","","","VILLA MONTA/A"
"23045001","KILIMANDJARO 198","","","VILLA MONTA/A"
"23045002","KILIMANJARO","184","","V MONTA/A"
"23045003","KILIMANJARO","182","","VILLA MONTA/A"
"23045004","MONTE KILIMANJARO","180","","VILLA MONTA/A"
"23045005","KILIMANJARO 178","","","VILLA MONTA/A"
"23045006","KILIMANJARO","176","","VILLA MONTA¥A"
"23045007","KILIMANDJARO","168","","LA MONTA¥A"
"23045008","KILIMANDJARO","170","","VILLA MONTA¥A"
"23045009","MONTE PARNASO 147","","","VILLA MONTA/A"
"23045010","MONTE PARNASO","L10 M45","",""
"23045011","MONTE PARNASO","157","","VILLA MONTA/A"
"23045012","MONTE PARNASO L12 M45","","","VILLA MONTA/A"
"23045013","MONTE PARNASO L13 M45","","","VILLA MONTA/A"
"23045014","MONTE PARNASO 171","","","V MONTA/A"
"23045015","MONTE PARNASO 173","","","VILLA MONTA/A"
"23045016","MONTE PARNASO 175","","","VILLA MONTA/A"
"23046001","KILIMANJARO","164","","VILLA MONTA¥A"
"23046002","MONTE KILIMANDJARO","162","","VILLA MONTA¥A"
"23046003","KILIMANDJARO 156","","","MONTA/A"
"23046004","KILIMANJARO  150","","","VILLA MONTA\A"
"23046005","KILIMANDJARO 140","","","VILLA MONTA/A"
"23046006","KILIMANDJARO","130","","VILLA MONTA¥A"
"23046007","KILIMANDJARO","130","","VILLA MONTA¥A"
"23046008","KILIMANDJARO PTE 126","","","VILLA MONTA/A"
"23046009","KILIMANJARO","124","","VILLA MONTA/A"
"23046010","KILIMANDJARO","114","","V MONTA/A"
"23046011","KILIMANDJARO","108","","VILLA MONTA¥A"
"23046012","KILIMANDJARO","100","","VILLA MONTA¥A"
"23046013","MONTE EVEREST 101","","","VILLA MONTA/A"
"23046014","MONTE PARNASO","103","","VILLA MONTA¥A"
"23046015","PARNASO","105","","VILLA MONTA/A"
"23046016","MONTE PARNASO","109","","VILLA MONTA/A"
"23046017","MONTE PARNASO 113","","","VILLA MONTA/A"
"23046018","MONTE PARNASO 117","","","VILLA MONTA/A"
"23046019","MONTE PARNASO","S/N","","V MONTA¥A"
"23046020","MONTE PARNASO","111","","VILLA MONTA¥A"
"23046021","MONTE PARNASO 115","","","VILLA MONTA/A"
"23046022","MONTE PARNASO 125","","","VILLA MONTA/A"
"23046023","MONTE PARNASO","119","","VILLA MONTA¥A"
"23046024","MONTE PARNASO","121","","VILLA MONTA¥A"
"23046025","MONTE PARNASO 123","","","VILLA MONTA/A"
"23047001","MONTE PARNASO 178","","","VILLA MONTA/A"
"23047002","MONTE PARNASO L2 M47","","","VILLA MONTA/A"
"23047003","MONTE PARNASO","170","","VILLA MONTA¥A"
"23047004","MONTE PARNASO 166","","","VILLA MONTA/A"
"23047005","MONTE PARNASO","162","","VILLA MONTA/A"
"23047006","MONTE PARNASO","158","","VILLA MONTA¥A"
"23047007","MONTE PARNASO","154","","FUENTES DEL VALLE"
"23047008","MONTE PARNASO","L8 M47","","VILLA MONTA¥A"
"23047009","MONTE OLIMPO","103","","VILLA MONTA/A"
"23047010","MONTE OLIMPO","119","","VILLA MONTA/A"
"23047011","MONTE OLIMPO","121","","VILLA MONTA/A"
"23047012","MONTE OLIMPO 123","","","VILLA MONTA/A"
"23047013","MONTE OLIMPO","125","","VILLA MONTA/A"
"23047014","MONTE OLIMPO","127","","VILLA MONTA/A"
"23047015","MONTE OLIMPO","129","","VILLA MONTA/A"
"23047016","MONTE OLIMPO","131","","VILLA MONTA/A"
"23047017","MONTE OLIMPO","105","","VILLA MONTA¥A"
"23048001","MONTE OLIMPO","128","","VILLA MONTA¥A"
"23048002","MONTE OLIMPO 126","","","VILLA MONTA/A"
"23048003","MONTE OLIMPO 124","","","VILLA MONTA/A"
"23048004","MONTE OLIMPO 122","","","VILLA MONTA/A"
"23048005","MONTE OLIMPO","120","","VILLA MONTA¥A"
"23048006","MONTE OLIMPO","118","","VILLA MONTA¥A"
"23048007","MONTE OLIMPO","116","","VILLA MONTA¥A"
"23048008","MONTE CERVINO","161","","VILLA MONTA/A"
"23048010","MONTE CERVINO","163","","VILLA MONTA/A"
"23048011","MONTE CERVINO 167","","","VILLA MONTA/A"
"23048012","MONTE CERVINO","171","","VILLA MONTA¥A"
"23048013","MONTE CERVINO","175","",""
"23048014","MONTE CERVINO","S/N","","VILLA MONTA¥A"
"23048015","MONTE CERVINO","S/N","","VILLA MONTA¥A"
"23049001","MONTE CERVINO 145","","","VILLA MONTA/A"
"23049002","MONTE CERVINO S/N","","","VILLA MONTA/A"
"23049003","MONTE CERVINO","L3 M49","","V MONTA/A"
"23049004","MONTE CERVINO","L4 M49","","V MONTA/A"
"23049005","M CERVINO 137","","","VILLA MONTA/A"
"23049007","M CERVINO","L7 M49","","V MONTA/A"
"23049008","MONTE DONN","L8 M49","","V MONTA/A"
"23050001","MONTE PARNASO","","",""
"23051001","MONTE ANCOHUMA L1 M51","","","VILLA MONTA/A"
"23051002","MONTE DOWN Y M PARNASSO 213","","","VILLA MONTA/A"
"23051003","MONTE PARNASO","118","","VILLA MONTA/A"
"23051004","MONTE PARNASO 116","","","VILLA MONTA/A"
"23051005","MONTE PARNASO 104","","","VILLA MONTA/A"
"23051006","MONTE EVEREST","505","","VILLA MONTA/A"
"23051007","MONTE ANCOHUMA L7 M51","","","VISTA MONTA/A"
"23051008","MONTE ANCOHUMA 121","","","VILLA MONTA/A"
"23051009","MONTE ANCOHUMA","L9 M51","","VILLA MONTA¥A"
"23051010","MONTE ANCOHUMA","125","","VILLA MONTA¥A"
"23051011","MONTE PARNASO 108","","","VILLA MONTA/A"
"23051012","MONTE PARNASO","106","","VILLA MONTA¥A"
"23051013","MONTE ANCOHUMA","117","","VILLA MONTA/A"
"23051014","MONTE ANCOHUMA","101","","VILLA MONTA¥A"
"23051015","MONTE EVEREST 503","","","VILLA MONTA/A"
"23051016","MONTE EVEREST","160","","VILLA MONTA/A"
"23052001","MONTE ANCOHUMA L 1 M52","","","VILLA MONTA/A"
"23052002","MONTE ANCOHUMA","120","","VILLA MONTA¥A 2 SECT"
"23052003","MONTE ANCOHUMA","110","","VILLA MONTA¥A"
"23052004","MONTE ANCOHUMA","108","","VILLA MONTA¥A"
"23052005","MONTE ANCOHUMA","104","","VILLA MONTA/A"
"23052006","MONTE ANCOHUMA","106","","VILLA MONTA/A"
"23052007","MONTE ANCOHUMA","102","","VILLA MONTA/A"
"23052008","MONTE ANCOHUMA","100","","VILLA MONTA¥A"
"23052009","MONTE CERVINO L9M52","","","MONTA/A"
"23052010","MONTE CERVINO L10 M52","","",""
"23052011","MONTE CERVINO L11","","",""
"23052012","MONTE CERVINO L 12 M 52","","",""
"23052013","MONTE CERVINO","107","","VILLA MONTA/A"
"23052014","MONTE DONN","140","","VILLA MONTA¥A"
"23052015","MONTE DONN","103","","VILLA MONTA¥A"
"23053001","MONTE CERVINO 168","","","VILLA MONTA/A"
"23053002","MONTE CERVINO 164","","","VILLA MONTA/A"
"23053003","MONTE CERVINO","160","","VILLA MONTA/A"
"23053004","MONTE CERVINO","158","","VILLA MONTA¥A"
"23053005","MONTE CERVINO","156","",""
"23053007","ALAZAPAS","L8  M53","","LA VENTURA"
"23053008","ALAZAPAS","L9  M53","","LA VENTURA"
"23053009","ALAZAPAS","L10 M53","","LA VENTURA"
"23053010","ALAZAPAS","L11 M53","","LA VENTURA"
"23053011","ALAZAPAS","L12 M53","","LA VENTURA"
"23053012","ALAZAPAS","L13 M53","","LA VENTURA"
"23053013","ALAZAPAS","L14 M53","","LA VENTURA"
"23053014","ALAZAPAS","L15 M53","","LA VENTURA"
"23054001","MONTE CERVINO","148","","VILLA MONTA/A"
"23054002","MONTE CERVINO","144","","VILLA MONTA/A"
"23054003","MONTE CERVINO","138","","VILLA MONTA/A"
"23054004","MONTE CERVINO","136","","VILLA MONTA/A"
"23054005","MONTE CERVINO","134","","VILLA MONTA/A"
"23054006","MONTE CERVINO","128","","VILLA MONTA/A"
"23054007","MONTE CERVINO","124","","VILLA MONTA/A"
"23054008","MONTE CERVINO","120","","VILLA MONTA/A"
"23054009","MONTE CERVINO","116","","VILLA MONTA¥A"
"23054010","MONTE CERVINO","110","","VILLA MONTA/A"
"23054011","MONTE CERVINO","106","","VILLA MONTA¥A"
"23054012","MONTE CERVINO","102","","VILLA MONTA/A"
"23054013","MONTE CERVINO","100","","VILLA MONTA/A"
"23054014","TOBOSOS","101","","LA VENTURA"
"23054015","TOBOSOS","L2  M54","","LA VENTURA"
"23054016","TOBOSOS","L3 M54","","LA VENTURA"
"23054017","TOBOSOS","L4  M54","","LA VENTURA"
"23054018","TOBOSOS","L5 M54","","LA VENTURA"
"23054019","TOBOSOS","L19 M54","","LA VENTURA"
"23055001","MONTE HUASCARAN","125","","VILLA MONTA¥A"
"23055002","MONTE HUASCARAN 127","","","VILLA MONTA/A"
"23055003","MONTE HUASCARAN","129","","VILLA MONTA/A"
"23055004","MONTE HUASCARAN","131","","VILLA MONTA/A"
"23055005","MONTE HUASCARAN","529","","VILLA MONTA/A"
"23055006","MONTE HUASCARAN","102","",""
"23056001","MONTE HUASCARAN","530","","VILLA MONTA/A"
"23056002","MONTE HUASCARAN","528","","VILLA MONTA/A"
"23056003","MONTE HUASCARAN","L-3 M-56","","VILLA MONTA/A"
"23056004","MONTE TOLIMA","532","","VILLA MONTA/A"
"23056005","MONTE HUASCARAN","528","","VILLA MONTA/A"
"23057001","ZIMAS","101","","LA VENTURA"
"23057002","ZIMAS","L24 M57","","LA VENTURA"
"23057003","PAMORANOS","L23 M57","","LA VENTURA"
"23057004","PAMORANOS","L22 M57","","LA VENTURA"
"23057005","PAMORANOS","L21 M57","","LA VENTURA"
"23057006","PAMORANOS","116","","LA VENTURA"
"23058001","TOBOSOS","L18 M58","","LA VENTURA"
"23058002","TOBOSOS","L2","","LA VENTURA"
"23058003","TOBOSOS","106","","LA VENTURA"
"23058004","TOBOSOS","L19 M58","","LA VENTURA"
"23058005","AGUACEROS","105","","LA VENTURA"
"23058006","BORRADOS","L6 M58","","LA VENTURA"
"23058007","ALAZAPAS","101","","LA VENTURA"
"23058008","ALAZAPAS","L26 M58","","LA VENTURA"
"23059001","TOBOSOS","L7  M59","","LA VENTURA"
"23059002","TOBOSOS","112","","LA VENTURA"
"23059003","TOBOSOS","114","","LA VENTURA"
"23059004","TOBOSOS","L4 M59","","LA VENTURA"
"23059005","TOBOSOS","L30 M59","","LA VENTURA"
"23059006","TOBOSOS","L31 M59","","LA VENTURA"
"23059007","TOBOSOS","L32 M59","","LA VENTURA"
"23059008","TOBOSOS","L33 M59","","LA VENTURA"
"23059009","TOBOSOS","L9 M59","","LA VENTURA"
"23060001","PAMORANOS","L53 M60","","LA VENTURA"
"23060002","TOBOSOS","52","","LA VENTURA"
"23060003","PAMORANOS","L51 M60","","LA VENTURA"
"23060005","PAMORANOS","L50 M60","","LA VENTURA"
"23060006","PAMORANOS","L6 M60","","LA VENTURA"
"23060007","SEGUYONES","102","","LA VENTURA"
"23061001","BORRADOS","L44 M61","","LA VENTURA"
"23061002","BORRADOS","104","","LA VENTURA"
"23061003","SEGUYONES","L45 M61","","LA VENTURA"
"23061004","SEGUYONES","L47 M61","","LA VENTURA"
"23061005","BORRADOS","106","","LA VENTURA"
"23062001","BORRADOS","105","","LA VENTURA"
"23062002","ZIMAS","L42 M62","","LA VENTURA"
"23062003","ZIMAS","104","","LA VENTURA"
"23063001","PAMORANOS","L34 M63","","LA VENTURA"
"23063002","PAMORANOS","L35 M63","","LA VENTURA"
"23063003","PAMORANOS","L36 M63","","LA VENTURA"
"23063004","PAMORANOS","L37 M63","","LA VENTURA"
"23063005","PAMORANOS","114","","LA VENTURA"
"23063006","PAMORANOS","L39 M63","","LA VENTURA"
"23063007","PAMORANOS","L40 M63","","LA VENTURA"
"23064001","PINTOS","L1 M64","","LA VENTURA"
"23064002","PINTOS","L2 M64","","LA VENTURA"
"23065001","PINTOS","L58 M65","","LA VENTURA"
"23065002","PINTOS","L57 M65","","LA VENTURA"
"23065003","PINTOS","L56 M65","","LA VENTURA"
"23065004","PINTOS","L55 M65","","LA VENTURA"
"23065005","PINTOS","L61 M65","","LA VENTURA"
"23065006","PAMORANOS","L54 M65","","LA VENTURA"
"23066001","PAMORANOS","103","","LA VENTURA"
"23066002","PAMORANOS","L60 M66","","LA VENTURA"
"23067001","PINTOS","L62 M67","","LA VENTURA"
"23067002","PINTOS","L63 M67","","LA VENTURA"
"23067003","PINTOS","L64 M67","","LA VENTURA"
"23067004","PAMORANOS","L65 M67","","LA VENTURA"
"23067005","PAMORANOS","L66 M67","","LA VENTURA"
"23068001","PASEO DE LOS OLMOS","1400","13","LOS OLMOS"
"23068002","PASEO DE LOS OLMOS","1400","11","LOS OLMOS"
"23068003","PASEO DE LOS OLMOS","1400","","LOS OLMOS"
"23068004","PASEO DE LOS OLMOS","1400","7","LOS OLMOS"
"23068005","PASEO DE LOS OLMOS","L18 M68","","LOS OLMOS"
"23068006","PASEO DE LOS OLMOS","1400","4","LOS OLMOS"
"23068007","PASEO DE LOS OLMOS","1400","3","LOS OLMOS"
"23068008","PASEO DE LOS OLMOS","1400","2","LOS OLMOS"
"23068009","PASEO DE LOS OLMOS","1400","1","LOS OLMOS"
"23069001","PASEO DE LOS OLMOS","AM-3","","LOS OLMOS"
"23069002","PASEO DE LOS OLMOS","1400","12","LOS OLMOS"
"23069003","PASEO DE LOS OLMOS","1400","","LOS OLMOS"
"23069004","PASEO DE LOS OLMOS","L24 M69","","LOS OLMOS"
"23069005","PASEO DE LOS OLMOS","1400","6","LOS OLMOS"
"23069006","CERRADA LOS OLMOS","1400","19","LOS OLMOS"
"23069007","CERRADA LOS OLMOS","1400","21","LOS OLMOS"
"23069008","CERRADA LOS OLMOS","S/N","","LOS OLMOS"
"23069009","COMALA","M069 L009","","CANTANAS"
"23069010","COMALA","M069 L010","","CANTANAS"
"23069011","COMALA","M069 L011","","CANTANAS"
"23069012","COMALA","M069 L012","","CANTANAS"
"23069013","COMALA","M069 L013","","CANTANAS"
"23069014","COMALA","M069 L014","","CANTANAS"
"23069015","XILITLA","M069 L015","","CANTANAS"
"23069016","XILITLA","M069 L016","","CANTANAS"
"23069017","XILITLA","M069 L017","","CANTANAS"
"23069018","XILITLA","M069 L018","","CANTANAS"
"23069019","XILITLA","M069 L019","","CANTANAS"
"23069020","XILITLA","M069 L020","","CANTANAS"
"23069021","XILITLA","M069 L021","","CANTANAS"
"23069022","XILITLA","M069 L022","","CANTANAS"
"23069023","XILITLA","M069 L023","","CANTANAS"
"23069024","XILITLA","M069 L024","","CANTANAS"
"23069025","XILITLA","M069 L025","","CANTANAS"
"23069026","XILITLA","M069 L026","","CANTANAS"
"23069027","XILITLA","M069 L027","","CANTANAS"
"23070001","CERRADA LOS OLMOS","1400","24","LOS OLMOS"
"23070002","CERRADA LOS OLMOS","L31 M70","","LOS OLMOS"
"23070003","CERRADA LOS OLMOS","1400","43","LOS OLMOS"
"23070004","PASEO DE LOS OLMOS","1400","45","LOS OLMOS"
"23070005","HUAMANTLA","M070 L005","","CANTANAS"
"23070006","HUAMANTLA","M070 L006","","CANTANAS"
"23070007","HUAMANTLA","M070 L007","","CANTANAS"
"23070008","HUAMANTLA","M070 L008","","CANTANAS"
"23070009","HUAMANTLA","M070 L009","","CANTANAS"
"23070010","HUAMANTLA","M070 L010","","CANTANAS"
"23070011","COMALA","M070 L011","","CANTANAS"
"23070012","COMALA","M070 L012","","CANTANAS"
"23070013","COMALA","M070 L013","","CANTANAS"
"23070014","COMALA","M070 L014","","CANTANAS"
"23070015","COMALA","M070 L015","","CANTANAS"
"23070016","COMALA","M070 L016","","CANTANAS"
"23071001","CERRADA LOS OLMOS","L32 M71","","LOS OLMOS"
"23071002","CERRADA LOS OLMOS","1400","16","LOS OLMOS"
"23071004","PASEO DE LOS OLMOS","L35 M71","","LOS OLMOS"
"23071005","PASEO DE LOS OLMOS","1400","27","LOS OLMOS"
"23071006","PASEO DE LOS OLMOS","L37 M71","","LOS OLMOS"
"23071007","PASEO DE LOS OLMOS","L38 M71","","LOS OLMOS"
"23071008","PASEO DE LOS OLMOS","37","","LOS OLMOS"
"23071009","PASEO DE LOS OLMOS","L40 M71","","LOS OLMOS"
"23071010","PASEO DE LOS OLMOS","L41 M71","41","LOS OLMOS"
"23072001","PASEO DE LOS OLMOS","AM-2","","LOS OLMOS"
"23073001","PASEO DE LOS OLMOS","AM-1","","LOS OLMOS"
"23076001","LORETO","M076 L001","","CANTANAS"
"23077001","LORETO","M077 L001","","CANTANAS"
"23078001","LORETO","M078 L001","","CANTANAS"
"25001001","ZINC","518","","FOMERREY 22"
"25001002","ZINC 516","","","FOMERREY 22"
"25001003","ZINC","514","","FOMERREY 22"
"25001004","ZINC","512","","FOMERREY 22"
"25001005","ZINC 510","","","FOMERREY 22"
"25001006","ZINC","508","","FOMERREY XXII"
"25001007","ZINC 506","","","FOMERREY 22"
"25001008","ZINC","504","","FOMERREY 22"
"25001009","ZINC","502","","FOMERREY 22"
"25001010","AZUFRE 801","","","FOMERREY 22"
"25001011","CARBONO","503","","FOMERREY 22"
"25001012","URANIO","505","","FOMERREY 22"
"25001013","URANIO","507","","VALLE DEL OBISPO"
"25002001","COBRE 534","","","FOMERREY 22"
"25002002","COBRE 532","","","FOMERREY 22"
"25002003","COBRE","530","","FOMERREY 22"
"25002004","COBRE 528","","","FOMERREY 22"
"25002005","COBRE 526","","","FOMERREY 22"
"25002006","COBRE 524","","","FOMERREY 22"
"25002007","COBRE","522","","FOMERREY 22"
"25002008","COBRE 520","","","FOMERREY XXII"
"25002009","COBRE 518","","","FOMERREY 22"
"25002010","COBRE","516","","FOMERREY 22"
"25002011","COBRE 514","","","FOMERREY XXII"
"25002012","COBRE 512","","","FOMERREY 22"
"25002013","COBRE 510","","","FOMERREY 22"
"25002014","COBRE","508","","SAN PEDRO 400"
"25002015","COBRE","506","","FOMERREY 22"
"25002016","COBRE 504","","","FOMERREY XXII"
"25002017","COBRE","502","","FOMERREY 22"
"25002018","ZINC","501","","FOMERREY 22"
"25002019","ZINC 503","","","FOMERREY 22"
"25002020","ZINC","505","","FOMERREY 22"
"25002021","ZINC","507","","FOMERREY 22"
"25002022","ZINC","509","","FOMERREY 22"
"25002023","ZINC","511","","FOMERREY 22"
"25002024","ZINC","513","","FOMERREY 22"
"25002025","ZINC 515","","","FOMERREY XXII"
"25002026","ZINC 517","","","FOMERREY 22"
"25002027","ZINC 519","","","FOMERREY 22"
"25002028","ZINC","521","","FOMERREY 22"
"25002029","ZINC 523","","","FOMERREY 22"
"25002030","ZINC 525","","","FOMERREY 22"
"25002031","ZINC","527","","FOMERREY 22"
"25002032","ZINC","529","","FOMERREY 22"
"25002033","ZINC","531","","SAN PEDRO 400"
"25002034","ZINC 533","","","FOMERREY 22"
"25003001","ANTIMONIO 534","","","FOMERRERY 22"
"25003002","ANTIMONIO 532","","","FOMERREY 22"
"25003003","ANTIMONIO 530","","","FOMERREY 22"
"25003004","ANTIMONIO 528","","","FOMERREY 22"
"25003005","ANTIMONIO","526","","FOMERREY XXII"
"25003006","ANTIMONIO 524","","","FOMERREY XXII"
"25003007","ANTIMONIO 522","","","FOMERREY 22"
"25003008","ANTIMONIO 520","","","FOMERREY 22"
"25003009","ANTIMONIO","518","","FOMERREY 22"
"25003010","ANTIMONIO","516","","FOMERREY 22"
"25003011","ANTIMONIO","514","","FOMERREY 22"
"25003012","ANTIMONIO 512","","","FOMERREY 22"
"25003013","ANTIMONIO","510","","FOMERREY XXII"
"25003014","ANTIMONIO 504","","","FOMERREY 22"
"25003015","ANTIMONIO 506","","","FOMERREY 22"
"25003016","ANTIMONIO 504","","","FOMERREY 22"
"25003017","ANTIMONIO","502","","FOMERREY 22"
"25003018","COBRE","501","","FOMERREY 22"
"25003019","COBRE","503","","FOMERREY 22"
"25003020","COBRE","505","","FOMERREY 22"
"25003021","COBRE","507","","FOMERREY 22"
"25003022","COBRE","509","","FOMERREY 22"
"25003023","COBRE 511","","","FOMERREY 22"
"25003024","COBRE 513","","","FOMERREY XXII"
"25003025","COBRE","515","","FOMERREY 22"
"25003026","COBRE 517","","","FOMERREY XXII"
"25003027","COBRE 519","","","FOMERREY XXII"
"25003028","COBRE","521","","FOMERREY 22"
"25003029","COBRE","523","","FOMERREY XXII"
"25003030","COBRE 525","","","FOMERREY XXII"
"25003031","COBRE 527","","","FOMERREY 22"
"25003032","COBRE 529","","","FOMERREY 22"
"25003033","COBRE 531","","","VALLE DEL OBISPADO"
"25003034","COBRE","533","","FOMERREY 22"
"25004001","SODIO 536","","","FOMERREY 22"
"25004002","SODIO 534","","","FOMERREY 22"
"25004003","SODIO","532","","FOMERREY 22"
"25004004","SODIO","530","","FOMERREY 22"
"25004005","SODIO","528","","FOMERREY 22"
"25004006","SODIO","526","","FOMERREY 22"
"25004007","SODIO 524","","","FOMERREY 22"
"25004008","SODIO","522","","FOMERREY 22"
"25004009","SODIO","520","","FOMERREY 22"
"25004010","SODIO","518","","FOMERREY 22"
"25004011","SODIO","516","","FOMERREY 22"
"25004012","SODIO 514","","","FOMERREY 22"
"25004013","SODIO 512","","","FOMERREY 22"
"25004014","SODIO","510","","FOMERREY 22"
"25004015","SODIO 508","","","FOMERREY 22"
"25004016","SODIO 506","","","FOMERREY 22"
"25004017","SODIO","504","","FOMERREY 22"
"25004018","SODIO","502","","FOMERREY 22"
"25004019","ANTIMONIO","501","","FOMERREY 22"
"25004020","ANTIMONIO","503","","FOMERREY 22"
"25004021","ANTIMONIO","505","","FOMERREY 22"
"25004022","ANTIMONIO 507","","","FOMERREY 22"
"25004023","ANTIMONIO","509","","SAN PEDRO 400"
"25004024","ANTIMONIO","511","","FOMERREY XXII"
"25004025","ANTIMONIO 513","","","FOMERREY XXII"
"25004026","ANTIMONIO 515","","","FOMERREY 22"
"25004027","ANTIMONIO","517","","FOMERREY 22"
"25004028","ANTIMONIO 519","","","FOMERREY 22"
"25004029","ANTIMONIO","521","","FOMERREY 22"
"25004030","ANTIMONIO","523","","FOMERREY 22"
"25004031","ANTIMONIO 525","","","FOMERREY 22"
"25004032","ANTIMONIO","527","","FOMERREY 22"
"25004033","ANTIMONIO 529","","","FOMERREY 22"
"25004034","ANTIMONIO 531","","","FOMERREY 22"
"25004035","ANTIMONIO","533","","FOMERREY XXII"
"25005001","POTASIO","536","","FOMERREY 22"
"25005002","POTASIO 534","","","FOMERREY 22"
"25005003","POTASIO 532","","","FOMERREY 22"
"25005004","POTASIO","530","","SAN PEDRO 400"
"25005005","POTASIO 528","","","FOMERREY 22"
"25005006","POTASIO","526","","FOMERREY 22"
"25005007","POTASIO 524","","","FOMERREY XXII"
"25005008","POTASIO 522","","","FOMERREY 22"
"25005009","POTASIO","520","","FOMERREY 22"
"25005010","POTASIO 518","","","FOMERREY 518"
"25005011","POTASIO","516","","FOMERREY 22"
"25005012","POTASIO 514","","","FOMERREY 22"
"25005013","POTASIO 512","","","FOMERREY 22"
"25005014","POTASIO","510","","FOMERREY 22"
"25005015","POTASIO","508","","FOMERREY 22"
"25005016","POTASIO","506","","FOMERREY 22"
"25005017","POTASIO","504","","FOMERREY 22"
"25005018","POTASIO 502","","","FOMERREY 22"
"25005019","SODIO","501","","FOMERREY XXII"
"25005020","SODIO","503","","FOMERREY 22"
"25005021","SODIO 505","","","FOMERREY 22"
"25005022","SODIO","507","","FOMERREY 22"
"25005023","SODIO","509","","FOMERREY 22"
"25005024","SODIO 511","","","FOMERREY 22"
"25005025","SODIO 513","","","FOMERREY 22"
"25005026","SODIO 515","","","FOMERREY 22"
"25005027","SODIO","517","","FOMERREY 22"
"25005028","SODIO","519","","FOMERREY XXII"
"25005029","SODIO","521","","FOMERREY 22"
"25005030","SODIO","523","","FOMERREY XXII"
"25005031","SODIO","525","","FOMERREY XXII"
"25005032","SODIO","527","","FOMERREY 22"
"25005033","SODIO","529","","FOMERREY 22"
"25005034","SODIO 531","","","FOMERREY 22"
"25005035","SODIO 533","","","FOMERREY 22"
"25006001","POTASIO 523","","","FOMERREY XXII"
"25006002","TUNGSTENO","1304","","FOMERREY XXII"
"25006003","TUNGSTENO 1306","","","FOMERREY 22"
"25006004","TUNGSTENO 1308","","","FOMERREY XXII"
"25006005","TUNGSTENO","1308","","FOMERREY 22"
"25006006","TUNGSTENO","1312","","FOMERREY 22"
"25006007","TUNGSTENO","1314","","FOMERREY 22"
"25006008","TUNGSTENO 1316","","","FOMERREY 22"
"25006009","TUNGSTENO","1318","","FOMERREY 22"
"25006010","TUNGSTENO 1320","","","FOMERREY 22"
"25006011","PLATINO ORIENTE","524","","FOMERREY XXII"
"25006012","PLATINO","522","","FOMERREY 22"
"25006013","PLATINO OTE","520","","FOMERREY 22"
"25006014","PLATINO","108","","FOMERREY 22"
"25006015","HELIO 1319","","","FOMERREY 22"
"25006016","HELIO 1317","","","FOMERREY 22"
"25006017","HELIO","1315","","FOMERREY 22"
"25006018","HELIO","1313","","FOMERREY 22"
"25006019","HELIO","1311","","FOMERREY XXII"
"25006020","HELIO 1309","","","FOMERREY 22"
"25006021","HELIO 1307","","","FOMERREY 22"
"25006022","HELIO 1305","","","FOMERREY 22"
"25006023","HELIO","1303","","FOMERREY 22"
"25006024","POTASIO U HELIO 1301","","","FOMERREY 22"
"25006025","POTASIO 519","","","FOMERREY 22"
"25006026","POTASIO 521","","","FOMERREY 22"
"25007001","POTASIO","515","","FOMERREY 22"
"25007002","HELIO","1304","","FOMERREY 22"
"25007003","HELIO 1306","","","FOMERREY 22"
"25007004","HELIO","1308","","FOMERREY 22"
"25007005","HELIO 1310","","","FOMERREY 22"
"25007006","HELIO 1312","","","FOMERREY 22"
"25007007","HELIO","1314","","FOMERREY 22"
"25007008","HELIO 1316","","","FOMERREY 22"
"25007009","HELIO","1318","","SAN PEDRO"
